"","id","nature.of.business","business.cycle","business.type","classification","responsibility.1","responsibility.2","responsibility.3","responsibility.4","knowledge.of.org","products.services","business.orientation","org.governance","business.process.design","risk.mgmt","budgeting","quality.mgmt","process.mgmt","value.realisation","mgmt.multiple.priority","relationship.mgmt","emotional.intelligence","partnering.for.client.success","goal.setting","organisation.structuring","planning.organising","resource.mgmt","strategic.thinking","system.thinking","talent.mgmt","visioning","managing.change","judgement.decision.making","customer.market.focus","performance.planning","programme.mgmt","embracing.challenge","enterprise.analysis","auditing","organisation.comm","public.relations","shareholder.relation","crm","cost.benefit.analysis","fin.risk.mgmt","legal.function","marketing.function","procurement.function","sales.function"
"125",125,"others","stable","private","average","2","2","3","3","3","4","2","3","2","2","2","4","2","3","3","3","4","4","3","4","3","3","2","3","3","2","4","3","2","2","4","3","2","3","3","4","4","4","3","3","3","3","3","4"
"126",126,"technology","stable","others","exceptional","4","5","4","3","4","4","5","4","5","4","4","4","5","4","4","4","4","4","4","5","4","5","4","5","5","4","4","4","4","4","4","4","4","5","4","4","4","4","4","4","4","4","5","4"
"127",127,"others","stable","public","average","4","2","4","4","4","3","2","3","2","3","3","4","3","4","3","2","4","4","3","3","4","3","3","3","4","3","4","4","4","4","3","3","3","3","3","4","2","3","3","2","3","2","2","3"
"128",128,"financial","trough","public","average","4","3","4","3","2","4","2","2","3","4","2","4","3","3","4","4","4","4","4","2","3","4","3","2","2","4","3","3","3","3","2","2","3","3","4","3","3","3","4","3","4","3","3","3"
"129",129,"technology","growth","private","average","4","2","3","4","3","3","3","3","3","2","3","3","4","4","3","3","3","4","3","4","3","4","4","3","3","4","4","3","2","4","3","2","2","3","4","3","4","2","3","2","4","4","4","3"
"130",130,"fmcg","stable","others","average","4","2","2","2","3","3","3","2","4","4","3","3","2","3","4","4","3","2","4","3","2","3","4","3","3","4","4","2","4","4","3","3","2","3","2","4","4","3","3","4","3","4","2","3"
"131",131,"fmcg","stable","private","average","3","3","3","3","2","4","2","3","3","3","4","3","2","4","3","4","4","4","4","3","3","3","3","3","3","2","3","3","4","3","4","3","3","2","2","2","3","4","3","3","3","3","4","3"
"132",132,"technology","growth","others","aboveaverage","5","3","3","3","4","4","5","4","4","5","4","4","4","5","4","5","4","5","5","4","4","4","5","5","4","4","4","5","4","4","5","4","4","4","4","4","5","4","4","4","5","4","5","5"
"133",133,"technology","growth","private","aboveaverage","3","3","4","3","4","5","4","4","4","4","5","4","4","5","5","4","4","4","4","4","4","4","4","4","5","5","4","4","4","4","4","5","5","4","4","4","4","4","5","5","5","4","5","4"
"134",134,"technology","decline","public","average","4","2","4","3","3","4","3","3","4","4","3","3","2","3","4","3","4","3","2","4","3","2","3","3","4","3","2","4","4","3","3","3","4","4","3","3","4","4","4","4","4","3","3","3"
"135",135,"technology","growth","public","average","3","3","2","4","2","3","3","2","2","3","4","3","3","4","3","3","4","2","2","3","3","3","4","2","3","4","3","3","4","4","3","3","2","3","3","2","3","4","4","2","4","2","4","4"
"136",136,"utilities","stable","public","average","2","2","3","4","3","4","3","2","3","3","3","3","3","2","3","4","4","2","4","3","4","4","3","4","3","2","3","4","2","3","3","3","3","3","3","2","4","2","4","3","4","4","2","3"
"137",137,"government","startup","government","average","3","2","2","4","3","2","3","3","4","2","3","3","3","3","2","3","2","3","3","3","3","4","2","2","2","4","3","4","4","4","4","4","4","4","2","3","4","3","3","3","4","4","2","4"
"138",138,"government","stable","government","average","4","3","4","3","2","3","3","2","3","4","3","3","4","2","2","3","3","3","4","3","3","3","3","3","4","4","2","2","4","4","2","2","4","2","4","3","2","4","3","3","4","3","2","2"
"139",139,"services","stable","others","aboveaverage","5","4","4","3","4","4","5","4","4","4","4","5","4","5","5","4","4","4","5","5","4","5","5","5","5","5","5","4","4","4","4","4","4","5","5","4","4","4","5","4","4","4","4","4"
"140",140,"others","growth","gov-linked","average","4","3","3","4","2","3","2","3","4","4","3","3","3","2","3","3","3","3","3","2","3","3","4","2","4","4","2","3","2","4","3","3","3","2","3","3","3","4","4","4","3","4","2","4"
"141",141,"government","stable","government","average","3","3","3","4","2","4","3","3","4","2","4","3","2","4","2","3","3","2","3","3","2","4","2","3","2","2","3","4","3","4","4","2","3","4","4","4","3","4","3","3","3","2","3","3"
"142",142,"financial","stable","others","average","2","2","3","4","2","4","4","2","3","4","3","4","4","3","3","3","3","3","4","4","4","2","2","3","2","3","2","3","2","3","4","3","3","4","3","3","3","2","2","4","4","3","4","4"
"143",143,"technology","trough","private","belowaverage","2","3","3","4","3","3","4","2","4","4","3","3","4","4","4","4","3","4","3","3","3","3","3","2","4","4","2","4","2","4","2","4","3","4","3","3","3","3","2","4","3","3","3","4"
"144",144,"others","growth","private","aboveaverage","4","3","4","4","4","4","4","5","4","4","5","4","4","4","5","5","4","4","4","4","5","4","4","4","4","4","4","4","4","4","4","5","4","4","4","4","5","5","4","4","5","5","4","4"
"145",145,"financial","startup","private","average","2","3","2","4","4","2","4","3","3","3","3","3","4","4","3","3","3","3","3","4","2","3","4","4","4","3","4","3","3","3","3","3","3","3","4","4","3","3","4","2","3","4","3","3"
"146",146,"technology","growth","gov-linked","average","3","2","2","3","3","3","2","3","3","3","2","3","2","3","3","3","4","2","4","4","3","4","2","3","4","4","3","3","3","4","4","4","4","2","2","3","3","2","3","4","3","3","4","4"
"147",147,"fmcg","startup","gov-linked","aboveaverage","3","4","4","2","4","4","5","4","4","4","4","4","5","5","4","4","5","4","5","4","4","5","4","4","4","4","4","4","4","4","4","4","4","5","5","5","4","4","4","4","5","4","4","4"
"148",148,"utilities","decline","private","average","3","2","3","3","3","3","4","3","4","4","3","3","3","3","4","4","4","4","4","2","4","4","4","3","2","2","3","3","3","2","2","4","4","3","4","3","3","4","3","3","3","3","3","2"
"149",149,"utilities","startup","others","average","2","2","3","3","4","2","3","4","3","2","2","3","3","2","3","2","3","4","3","2","2","4","3","3","2","2","3","2","4","3","4","2","3","4","3","2","4","2","3","3","4","4","3","3"
"150",150,"utilities","trough","others","average","3","3","3","3","4","3","2","3","4","4","3","3","3","3","2","4","4","4","3","4","3","3","3","2","3","4","3","3","4","3","4","4","2","3","3","4","4","4","4","3","3","3","2","4"
"151",151,"fmcg","growth","private","average","3","2","3","2","4","4","4","4","4","3","3","4","3","4","4","4","3","2","4","4","4","4","4","4","3","3","4","3","4","3","3","4","4","3","2","3","3","3","4","4","3","2","3","4"
"152",152,"services","growth","private","average","3","4","2","3","2","3","2","2","2","4","3","4","2","4","3","4","4","3","2","3","3","4","4","3","3","2","2","4","3","3","2","4","4","4","2","3","4","4","3","3","3","4","4","4"
"153",153,"technology","startup","private","exceptional","3","4","3","3","4","4","4","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","4","5","4","4"
"154",154,"others","growth","public","average","3","2","3","4","2","3","2","4","4","3","3","4","3","2","3","3","3","3","3","3","4","2","2","3","2","3","3","2","4","4","2","4","3","4","3","3","4","3","3","3","3","3","4","3"
"155",155,"fmcg","growth","private","average","2","3","4","4","3","2","2","2","4","4","3","3","2","3","3","3","4","2","3","3","4","4","2","3","3","3","2","3","4","3","3","4","3","3","3","4","3","4","2","2","4","3","4","3"
"156",156,"utilities","stable","gov-linked","aboveaverage","4","4","4","3","4","4","5","4","4","4","5","5","5","4","5","4","4","4","5","5","4","4","4","4","4","4","4","5","5","4","4","4","4","5","5","4","5","4","5","4","4","4","4","4"
"157",157,"services","startup","public","aboveaverage","3","4","2","3","4","4","5","5","5","5","5","5","4","4","5","4","4","4","4","5","4","5","5","4","5","4","4","4","5","4","4","5","4","4","4","4","4","5","4","4","5","5","5","5"
"158",158,"fmcg","growth","public","average","3","4","4","2","4","4","4","4","3","3","3","2","4","2","2","4","2","4","3","3","2","4","4","3","4","3","4","4","4","3","3","3","3","3","3","3","4","4","3","2","3","3","2","3"
"159",159,"fmcg","growth","private","average","4","2","3","2","4","4","4","4","3","3","4","3","4","4","4","3","3","4","4","4","4","3","3","3","2","2","3","4","4","4","4","4","2","3","4","3","3","3","4","2","3","2","3","2"
"160",160,"utilities","startup","government","aboveaverage","5","5","2","3","5","4","5","4","4","4","4","4","4","4","5","4","4","4","4","5","5","5","4","4","4","4","4","4","4","5","4","4","4","5","5","4","5","4","5","4","4","4","5","5"
"161",161,"utilities","stable","private","average","4","3","3","3","2","2","2","4","2","3","3","4","4","2","4","4","2","2","4","3","4","3","4","3","2","3","2","3","2","4","4","3","3","2","4","4","3","3","4","3","2","3","4","4"
"162",162,"technology","growth","others","belowaverage","3","3","2","3","4","4","4","4","2","3","3","4","4","3","3","4","3","3","4","4","2","3","3","4","3","4","3","4","3","2","3","4","4","3","3","3","4","3","4","3","2","3","3","4"
"163",163,"technology","growth","others","average","3","2","4","3","3","3","4","3","2","2","3","2","3","2","3","2","3","4","4","4","3","4","4","3","3","4","3","4","3","3","3","3","3","4","4","4","2","3","3","2","4","3","3","4"
"164",164,"fmcg","stable","others","belowaverage","3","3","3","4","4","4","3","4","2","4","3","3","2","3","4","2","3","3","2","3","4","3","2","4","4","4","4","4","4","3","2","3","3","4","3","3","4","2","3","3","3","2","4","4"
"165",165,"services","decline","others","average","3","4","4","3","2","3","4","2","4","4","4","3","4","4","3","3","2","3","4","3","3","3","4","3","3","3","4","4","4","4","3","3","4","3","4","4","3","3","3","2","3","4","4","4"
"166",166,"financial","startup","others","average","3","3","3","3","4","4","3","3","2","2","4","3","3","2","3","2","3","3","3","3","4","2","4","3","4","4","3","4","4","3","2","4","3","2","4","3","3","4","4","4","4","3","3","4"
"167",167,"financial","startup","private","aboveaverage","4","3","2","2","3","4","5","4","4","4","4","4","4","4","4","4","4","5","4","4","4","5","4","4","5","4","4","4","4","4","4","4","4","5","4","4","4","4","4","5","4","5","5","5"
"168",168,"services","stable","others","belowaverage","3","2","4","3","2","3","4","4","4","4","3","4","3","3","4","3","3","3","4","4","4","4","3","3","2","3","4","3","3","3","3","4","4","2","2","3","3","2","4","3","4","2","3","2"
"169",169,"others","growth","others","average","4","2","2","3","2","3","4","2","4","3","3","4","3","2","4","4","3","3","3","3","3","4","3","4","3","3","3","2","4","4","3","3","3","3","3","3","3","3","3","4","4","3","3","4"
"170",170,"utilities","startup","private","aboveaverage","5","3","4","3","4","4","4","4","4","4","4","4","5","5","4","5","4","4","5","4","5","4","4","4","4","4","4","5","5","4","5","5","4","4","5","4","4","4","4","5","4","4","5","4"
"171",171,"technology","startup","private","average","3","3","3","4","3","4","3","4","4","3","3","2","4","3","3","3","2","4","3","2","3","3","4","4","3","4","3","4","4","3","4","4","3","4","3","3","3","3","4","3","4","3","2","3"
"172",172,"others","stable","public","belowaverage","3","3","3","4","3","3","2","4","2","2","3","2","3","3","3","4","4","4","4","3","4","3","4","2","2","4","2","3","4","3","4","3","3","2","2","2","4","4","4","4","3","2","4","3"
"173",173,"services","startup","private","average","3","3","3","3","5","4","3","4","3","4","3","4","3","4","2","4","2","4","3","2","4","3","3","3","2","3","2","4","3","2","3","3","3","3","3","4","3","2","4","4","2","3","2","2"
"174",174,"fmcg","growth","private","belowaverage","3","3","4","3","3","4","3","3","2","3","3","2","2","2","4","4","3","2","4","3","3","3","4","2","4","4","3","4","4","4","4","3","3","3","2","3","4","2","3","2","3","2","2","4"
"175",175,"services","stable","others","aboveaverage","3","4","2","4","4","4","5","5","5","4","5","4","4","5","5","4","4","4","4","4","5","4","5","4","4","4","5","4","4","4","4","4","4","4","4","4","4","4","4","4","5","4","4","5"
"176",176,"services","startup","others","aboveaverage","4","4","3","4","4","4","4","4","4","4","4","5","5","5","4","5","4","4","4","4","4","4","5","5","4","4","5","4","4","4","4","4","4","4","4","4","5","4","5","5","5","4","5","4"
"177",177,"technology","startup","others","aboveaverage","5","3","3","3","4","4","4","5","4","4","4","4","5","5","4","4","4","4","4","5","4","4","5","4","4","4","5","4","4","5","4","5","4","5","4","5","4","4","4","5","4","4","4","4"
"178",178,"others","startup","others","average","4","3","3","3","4","2","4","2","3","3","3","2","4","3","2","3","4","3","3","2","3","2","4","4","2","3","3","4","3","4","3","3","2","4","2","2","2","3","4","2","3","4","3","2"
"179",179,"services","growth","public","exceptional","3","3","4","3","4","4","4","5","4","4","5","4","4","5","4","5","5","4","4","4","5","4","4","4","4","5","5","4","4","4","4","4","4","4","4","4","4","4","4","5","4","4","4","4"
"180",180,"fmcg","growth","private","average","4","2","2","4","4","3","4","4","4","2","4","4","3","4","2","3","3","3","3","3","3","3","3","2","2","4","3","4","2","4","2","4","4","3","3","4","2","3","3","3","2","4","3","3"
"181",181,"utilities","growth","others","average","2","4","3","3","3","3","3","4","3","4","4","3","4","3","3","4","4","4","3","4","3","4","3","2","2","3","4","2","4","2","3","3","3","2","3","2","2","3","3","3","3","3","3","3"
"182",182,"services","trough","private","average","2","2","3","3","2","3","4","4","3","2","3","3","4","3","4","4","4","2","2","4","3","4","3","3","4","4","3","2","4","2","2","4","2","2","4","3","4","4","3","4","4","3","4","2"
"183",183,"financial","growth","public","average","2","4","3","4","2","3","2","3","3","3","3","3","4","4","2","3","2","3","3","3","3","2","3","4","3","3","4","4","3","3","3","3","3","3","4","3","3","4","2","2","4","3","3","2"
"184",184,"government","decline","government","average","3","3","3","4","4","2","4","3","3","2","3","3","2","4","4","4","4","4","2","2","4","2","3","2","2","4","4","3","3","4","2","3","3","3","3","4","4","3","3","3","4","3","4","4"
"185",185,"others","growth","private","aboveaverage","5","4","3","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","4","4","5","4","4","4","4","4","4","4","4","4","4","4","5","4","4"
"186",186,"utilities","growth","gov-linked","average","3","3","2","3","2","4","3","4","4","4","4","2","3","3","3","3","2","4","3","4","4","2","3","4","3","3","3","3","3","3","4","2","4","3","3","3","3","3","2","2","3","3","3","3"
"187",187,"financial","growth","private","aboveaverage","4","4","3","2","4","5","5","5","5","5","4","5","5","4","5","5","4","5","4","4","4","4","4","4","4","5","5","4","5","4","4","4","5","4","4","5","4","5","5","5","5","4","4","4"
"188",188,"fmcg","stable","public","average","3","4","2","3","2","3","3","3","2","3","2","3","3","3","2","3","4","4","4","4","4","3","3","2","4","3","2","4","4","3","3","4","3","4","3","3","2","4","3","3","3","4","3","4"
"189",189,"services","growth","public","average","2","4","3","4","2","2","4","3","2","2","4","3","4","2","4","3","4","4","3","4","2","2","2","2","3","4","3","3","2","4","4","2","2","3","2","3","4","2","3","2","2","4","4","4"
"190",190,"technology","stable","government","average","3","3","4","3","2","4","3","4","3","3","2","3","3","4","3","3","3","4","3","2","3","3","2","2","3","4","3","4","2","2","4","3","4","2","3","3","2","4","3","4","4","4","3","4"
"191",191,"others","growth","private","average","3","3","2","4","4","2","3","2","2","2","3","2","3","2","4","3","3","3","3","4","3","3","2","4","3","4","3","4","3","4","4","4","3","3","4","4","3","3","3","3","4","4","3","2"
"192",192,"others","startup","private","average","2","2","3","3","4","3","2","3","3","2","3","2","4","4","3","4","3","3","2","2","4","4","4","3","2","2","4","4","2","3","4","2","2","3","4","4","3","4","3","3","3","3","2","4"
"193",193,"government","startup","government","aboveaverage","3","5","4","3","4","5","4","4","4","4","5","4","4","4","4","4","4","4","5","5","4","5","4","4","4","5","4","4","5","5","4","4","5","4","5","5","5","5","5","4","5","4","4","4"
"194",194,"utilities","startup","public","belowaverage","4","3","4","4","4","2","4","3","2","4","3","3","3","3","3","4","2","3","4","4","3","3","4","3","3","3","4","2","3","3","3","4","3","3","3","4","3","3","4","3","3","3","2","3"
"195",195,"technology","startup","private","average","3","3","4","3","5","3","4","4","3","3","4","4","2","2","2","3","3","2","3","3","3","4","3","4","3","3","4","4","3","2","4","4","2","2","2","2","4","3","4","4","3","3","3","2"
